7.136785,7.757824,8.660651,10.27105,13.22414,19.47283,26.04966,39.34698,77.70606,105.8777,105.7391,105.8758,78.00713,39.43221,26.0904,19.49738,13.23661,10.27894,8.666298,7.762164,7.13971,0
7.136599,7.757621,8.660422,10.27078,13.22381,19.47234,26.04904,39.34603,77.70425,104.7575,104.6204,104.7556,78.00916,39.43327,26.09112,19.49791,13.23698,10.27924,8.666544,7.762385,7.139913,0
7.136417,7.757424,8.660214,10.27053,13.2235,19.47187,26.04841,39.3451,77.70241,103.7857,103.6499,103.7839,78.01073,39.43408,26.09167,19.49833,13.23727,10.27946,8.666739,7.762558,7.140072,0
7.13627,7.757272,8.660035,10.27032,13.22322,19.47149,26.0479,39.34435,77.70097,102.5769,102.4425,102.575,78.01357,39.43551,26.09262,19.49905,13.23776,10.27985,8.667068,7.762859,7.140348,0
7.136027,7.75701,8.659745,10.26998,13.22279,19.47087,26.0471,39.34319,77.69852,101.4231,101.2902,101.4213,78.01497,39.43629,26.09315,19.49946,13.23804,10.28007,8.667259,7.76303,7.140507,0
7.135796,7.756758,8.659468,10.26965,13.22237,19.47024,26.04627,39.34191,77.69622,100.1247,99.99347,100.1229,78.01746,39.4375,26.09394,19.50005,13.23845,10.28039,8.667529,7.763273,7.14073,0
7.135574,7.7565,8.659172,10.26929,13.22189,19.46949,26.04515,39.33998,77.69097,98.7869,98.65733,98.78507,78.02275,39.43952,26.09514,19.50089,13.23898,10.28079,8.667856,7.763558,7.140987,0
7.135283,7.756088,8.658648,10.26857,13.22077,19.46737,26.04169,39.33289,77.66589,97.52619,97.39808,97.52412,78.04778,39.44666,26.09858,19.50299,13.24007,10.28148,8.668361,7.763952,7.141263,0
7.135206,7.756257,8.659007,10.26925,13.22216,19.47074,26.04791,39.34732,77.72259,96.34678,96.22054,96.34546,77.99107,39.43232,26.09247,19.4997,13.23873,10.28084,8.668041,7.763823,7.141371,0
7.138368,7.76315,8.6691,10.28486,13.24914,19.52901,26.14968,39.57174,78.56453,94.7645,94.64527,94.77325,77.16103,39.20932,25.99102,19.44151,13.21173,10.26519,8.657906,7.756886,7.13817,2.130927
7.209636,7.906013,8.874492,10.59888,13.7892,20.70142,28.22112,44.28295,93.60418,93.32825,93.30268,93.5211,64.24966,35.40877,24.19663,18.3895,12.70994,9.96844,8.461982,7.619946,7.070178,3.76012
7.349547,8.164085,9.239336,11.15285,14.74643,22.84131,32.15518,54.13179,92.1526,92.02064,92.13525,77.08899,50.66501,30.61914,21.7557,16.89379,11.95733,9.506932,8.147705,7.39324,6.946795,4.182508
7.528337,8.454936,9.636205,11.74126,15.75269,25.13403,36.55117,66.61233,90.64381,90.62987,90.85925,60.29453,42.47197,27.19318,19.853,15.66065,11.28747,9.071263,7.834363,7.153649,6.792829,0
7.663001,8.620147,9.834571,11.99918,16.13384,25.86318,37.81371,69.90484,89.05677,89.06046,89.30358,57.46046,40.81712,26.32993,19.2914,15.24854,11.01724,8.866727,7.665662,7.005878,6.662953,0
7.780293,8.752391,9.985372,12.18279,16.38058,26.26225,38.40429,71.05376,87.58085,87.58546,87.82582,56.43491,40.10178,25.87513,18.95794,14.98335,10.82487,8.711114,7.530671,6.882499,6.545981,0
7.910515,8.898347,10.15117,12.38357,16.64812,26.68758,39.02129,72.19715,85.93546,85.94009,86.17627,55.39759,39.35899,25.39139,18.59886,14.69564,10.61436,8.539954,7.381638,6.745884,6.415817,0
8.043508,9.047173,10.32004,12.58781,16.91964,27.11717,39.64111,73.3292,84.25374,84.25809,84.48976,54.36401,38.61354,24.90279,18.23501,14.40355,10.40018,8.365582,7.229668,6.60647,6.282818,0
8.16361,9.177097,10.4641,12.75645,17.13194,27.41358,40.0024,73.67236,82.68032,82.67977,82.90253,53.88405,38.17008,24.55609,17.95603,14.16964,10.22043,8.215248,7.096181,6.482194,6.161384,0
8.28388,9.307508,10.60894,12.92644,17.34694,27.71723,40.37963,74.07409,81.0818,81.07694,81.29134,53.35116,37.69831,24.19702,17.67026,13.93145,10.03855,8.063679,6.961924,6.357445,6.039869,0
8.39734,9.433728,10.75161,13.09807,17.57316,28.06866,40.87605,74.92985,79.60023,79.59467,79.80462,52.51656,37.08589,23.78969,17.36476,13.68518,9.857124,7.915567,6.832591,6.238615,5.926221,0
8.524704,9.575983,10.91282,13.29271,17.83121,28.4746,41.45791,75.97425,77.94099,77.93523,78.14075,51.52244,36.3696,23.32069,17.01567,13.40503,9.65178,7.748427,6.686953,6.105026,5.798819,0
8.64222,9.707326,11.06174,13.47262,18.06997,28.85093,41.99857,76.95074,96.41669,96.41199,85.12051,50.59666,35.70449,22.88626,16.69272,13.14603,9.462101,7.594116,6.552539,5.981767,5.681319,-0.3810503
8.764563,9.822879,11.17694,13.58568,18.16483,28.81973,41.65582,74.96423,94.56195,94.53362,89.15285,51.58872,35.9824,22.82557,16.55974,12.99778,9.319574,7.461815,6.427225,5.85949,5.553174,-0.8034338
8.854544,9.877028,11.20406,13.56248,18.01733,28.21594,40.2004,69.83132,92.69618,92.61804,92.78802,55.63556,37.74382,23.38045,16.76647,13.06859,9.295512,7.406305,6.356975,5.779193,5.451931,-1.165479
8.913223,9.891499,11.18329,13.47757,17.7825,27.47249,38.57328,64.74857,90.97617,90.84501,90.95746,61.50463,40.2518,24.21941,17.13373,13.24916,9.339246,7.401057,6.327919,5.735008,5.382927,-0.9844571
8.958294,9.895245,11.15416,13.3894,17.5596,26.80984,37.17989,60.70127,89.23142,89.05392,89.11558,68.31458,42.98016,25.10121,17.52242,13.44686,9.398097,7.410314,6.313208,5.705398,5.330356,-0.1396883
9.010202,9.932353,11.18142,13.39902,17.52636,26.62547,36.73406,59.30483,87.43562,87.24065,87.28035,71.43131,44.06304,25.3705,17.60057,13.45898,9.369797,7.370926,6.269369,5.658515,5.275712,0
9.064833,9.988799,11.24216,13.46726,17.60676,26.72278,36.83321,59.34738,85.76088,85.56576,85.6011,71.47247,43.92128,25.21978,17.47366,13.35134,9.286934,7.301809,6.208198,5.601758,5.220676,0
9.119128,10.04529,11.30324,13.53636,17.68921,26.82594,36.94459,59.42402,84.06585,83.87121,83.90278,71.43063,43.74674,25.05836,17.34182,13.24103,9.203068,7.232306,6.146935,5.545093,5.165989,-0.5017313
9.165055,10.07224,11.31667,13.52587,17.62321,26.57578,36.3909,57.8246,82.0329,81.82001,81.82822,75.77224,45.2189,25.44619,17.47844,13.28928,9.194151,7.205873,6.112858,5.506141,5.117496,-1.3465
9.157743,10.00125,11.19269,13.30917,17.20782,25.57568,34.51872,53.23006,80.38721,80.1181,80.06622,80.22483,51.09274,27.24125,18.31496,13.76587,9.405998,7.320003,6.179121,5.544045,5.120122,-2.673991
9.093984,9.830958,10.93287,12.89509,16.47381,23.95255,31.65232,46.82325,78.81731,78.45627,78.30919,78.36819,65.47965,31.10152,20.07606,14.77937,9.881386,7.598664,6.362032,5.671334,5.183471,0
9.026992,9.711641,10.7684,12.65365,16.0776,23.14949,30.31447,44.08231,77.89304,89.16073,95.27673,99.49019,75.9287,33.53976,21.1695,15.41629,10.19468,7.793979,6.499974,5.776434,5.253481,0
